Restaurant Name,City,Locality,Average_Cost_USD,Currency,Price range,Votes,Has Table booking,Has Online delivery,Cuisine_Count,Aggregate rating
Cho Gao - Crowne Plaza Abu Dhabi,Abu Dhabi,"Crowne Plaza Abu Dhabi, Al Markaziya",94.5,Emirati Diram(AED),4,246,1,1,5,4.4
Gazebo,Abu Dhabi,"Dalma Mall, Mussafah Sanaiya",32.400000000000006,Emirati Diram(AED),3,355,1,1,4,4.0
Sangeetha Vegetarian Restaurant,Abu Dhabi,Madinat Zayed,16.200000000000003,Emirati Diram(AED),2,268,0,1,2,3.6
Hot Palayok,Abu Dhabi,"Madinat Zayed Shopping Centre, Madinat Zayed ",27.0,Emirati Diram(AED),3,162,0,1,3,4.5
Applebee's,Abu Dhabi,"Mushrif Mall, Al Mushrif",67.5,Emirati Diram(AED),4,205,0,1,3,4.0
Tikka Tonight,Abu Dhabi,Mussafah Sanaiya,13.5,Emirati Diram(AED),2,277,0,1,4,4.0
Bait El Khetyar,Abu Dhabi,Najda,18.900000000000002,Emirati Diram(AED),2,380,0,1,3,4.0
Indian By Nature,Abu Dhabi,Najda,21.6,Emirati Diram(AED),3,180,1,1,1,4.3
Via Delhi,Abu Dhabi,Najda,27.0,Emirati Diram(AED),3,525,0,1,3,4.0
Punjab Grill,Abu Dhabi,"Venetian Village, Al Maqtaa",89.10000000000001,Emirati Diram(AED),4,216,1,0,2,4.9
Tamba,Abu Dhabi,"World Trade Center Mall, Al Markaziya",135.0,Emirati Diram(AED),4,201,1,0,1,4.7
P.F. Chang's,Abu Dhabi,"World Trade Center Mall, Al Markaziya",67.5,Emirati Diram(AED),4,435,0,0,1,4.2
The Cheesecake Factory,Abu Dhabi,"Yas Mall, Yas Island",54.0,Emirati Diram(AED),4,586,0,0,2,4.6
The Farm,Dubai,Al Barari,75.60000000000001,Emirati Diram(AED),3,927,1,0,4,3.9
Maharaja Bhog,Dubai,Al Karama,24.3,Emirati Diram(AED),2,1448,1,1,2,4.1
Rasoi Ghar,Dubai,Al Karama,24.3,Emirati Diram(AED),2,1281,1,1,1,4.3
Barbeque Nation,Dubai,Barsha 2,40.5,Emirati Diram(AED),3,307,1,0,2,4.5
Farzi Cafe,Dubai,"CITY WALK, Al Safa",54.0,Emirati Diram(AED),3,909,1,0,2,4.5
AB's Absolute Barbecues,Dubai,Deira City Centre Area,43.2,Emirati Diram(AED),3,641,1,0,2,4.9
Carnival By Tresind,Dubai,DIFC,135.0,Emirati Diram(AED),4,322,1,0,1,4.9
AB's Absolute Barbecues,Dubai,Dubai Media City,43.2,Emirati Diram(AED),3,2510,1,0,2,4.8
Hard Rock Cafe,Dubai,Festival City,81.0,Emirati Diram(AED),4,1388,0,0,2,4.5
The Coffee Club,Dubai,Jumeirah 1,37.800000000000004,Emirati Diram(AED),3,403,0,1,1,4.5
SALT,Dubai,"Kite Beach, Umm Suqeim",27.0,Emirati Diram(AED),3,1351,0,0,2,4.3
Din Tai Fung,Dubai,"Mall of the Emirates, Barsha 1",43.2,Emirati Diram(AED),3,661,0,0,2,4.3
SpiceKlub,Dubai,Mankhool,40.5,Emirati Diram(AED),3,281,1,0,3,4.4
Tresind - Nassima Royal Hotel,Dubai,"Nassima Royal Hotel, Trade Centre Area",135.0,Emirati Diram(AED),4,1352,1,0,1,4.9
Grand Barbeque Buffet Restaurant,Dubai,Satwa,40.5,Emirati Diram(AED),3,552,1,1,2,4.4
Red Lobster,Dubai,"The Dubai Mall,Downtown Dubai",76.95,Emirati Diram(AED),3,506,0,0,2,3.2
The Cheesecake Factory,Dubai,"The Dubai Mall,Downtown Dubai",72.9,Emirati Diram(AED),3,2424,0,0,2,4.7
Parker's,Dubai,"The Dubai Mall,Downtown Dubai",45.900000000000006,Emirati Diram(AED),3,386,0,0,2,4.3
Applebee's,Dubai,Trade Centre Area,67.5,Emirati Diram(AED),3,500,0,1,3,3.7
Grub Shack,Dubai,Umm Hurair,35.1,Emirati Diram(AED),3,544,1,1,4,4.3
Kamat,Sharjah,Abu Shagara,22.950000000000003,Emirati Diram(AED),3,285,0,1,4,3.9
Vadakkan Pepper,Sharjah,Abu Shagara,18.900000000000002,Emirati Diram(AED),3,210,0,1,1,3.8
Gazebo,Sharjah,Abu Shagara,32.400000000000006,Emirati Diram(AED),4,372,0,1,4,4.1
Katis Restaurant,Sharjah,Al Khan,17.55,Emirati Diram(AED),3,316,0,0,3,4.3
Zaroob,Sharjah,Al Majaz,29.700000000000003,Emirati Diram(AED),4,69,0,1,1,3.9
Derby,Sharjah,Al Majaz,10.8,Emirati Diram(AED),2,33,0,0,2,4.1
Nayaab Haandi,Sharjah,Al Majaz,27.0,Emirati Diram(AED),4,449,0,1,2,4.1
Najmat Lahore Restaurant,Sharjah,Al Mareija,21.6,Emirati Diram(AED),3,504,0,1,3,4.2
Saffron,Sharjah,Al Mareija,24.3,Emirati Diram(AED),3,192,0,1,4,4.1
Pizza Hut,Sharjah,Al Nahda,21.6,Emirati Diram(AED),3,154,0,0,2,2.4
Al Mukhtar Bakery,Sharjah,Al Nahda,13.5,Emirati Diram(AED),2,142,0,0,3,4.2
Aroos Damascus,Sharjah,Al Nud,16.200000000000003,Emirati Diram(AED),3,444,0,0,2,4.2
Nando's,Sharjah,"Al Qasba, Al Khan",43.2,Emirati Diram(AED),4,265,0,1,2,4.2
Peking Chinese Restaurant,Sharjah,Halwan Suburb,35.1,Emirati Diram(AED),4,227,0,1,2,3.8
TGI Friday's,Sharjah,"Majaz Waterfront, Al Majaz 3",67.5,Emirati Diram(AED),4,357,0,1,2,3.9
Rajasthan Al Malaki,Sharjah,Muwailih Commercial,16.200000000000003,Emirati Diram(AED),3,459,0,0,2,4.8
Applebee's,Sharjah,"Sahara Centre, Al Nahda",67.5,Emirati Diram(AED),4,197,0,1,3,4.1
Paper Fig,Sharjah,University City,40.5,Emirati Diram(AED),4,143,0,0,3,4.5
Sis Burger,Sharjah,University City,13.5,Emirati Diram(AED),2,12,0,0,2,3.8
Crafted Blends,Sharjah,University City,29.700000000000003,Emirati Diram(AED),4,43,0,0,1,4.2
Jahanpanah,Agra,Agra Cantt,10.200000000000001,Indian Rupees(Rs.),3,140,0,0,2,3.9
Rangrezz Restaurant,Agra,Agra Cantt,8.4,Indian Rupees(Rs.),2,71,0,0,2,3.5
Time2Eat - Mama Chicken,Agra,Agra Cantt,6.0,Indian Rupees(Rs.),2,94,0,0,1,3.6
Chokho Jeeman Marwari Jain Bhojanalya,Agra,Civil Lines,4.8,Indian Rupees(Rs.),2,87,0,0,1,4.0
Pinch Of Spice,Agra,Civil Lines,12.0,Indian Rupees(Rs.),3,177,0,0,3,4.2
MoMo Cafe,Agra,"Courtyard by Marriott Agra, Tajganj",24.0,Indian Rupees(Rs.),4,45,0,0,2,4.0
Peshawri - ITC Mughal,Agra,"ITC Mughal, Tajganj",30.0,Indian Rupees(Rs.),4,133,0,0,2,4.3
Taj Bano - ITC Mughal,Agra,"ITC Mughal, Tajganj",30.0,Indian Rupees(Rs.),4,41,0,0,1,4.0
G Thal,Agra,Khandari,9.6,Indian Rupees(Rs.),3,59,0,0,3,3.6
Dawat-e-Nawab - Radisson Blu,Agra,"Radisson Blu, Tajganj",43.2,Indian Rupees(Rs.),4,46,0,0,2,3.8
The Latitude - Radisson Blu,Agra,"Radisson Blu, Tajganj",0.0,Indian Rupees(Rs.),1,103,0,0,3,3.9
Dasaprakash Restaurant,Agra,Rakabganj,6.6000000000000005,Indian Rupees(Rs.),2,121,0,0,2,4.1
The Charcoal Chimney,Agra,Tajganj,13.200000000000001,Indian Rupees(Rs.),3,70,0,0,4,3.4
Sheroes Hangout,Agra,Tajganj,0.0,Indian Rupees(Rs.),1,77,0,0,3,4.9
Bon Barbecue,Agra,Tajganj,18.0,Indian Rupees(Rs.),4,57,0,0,3,3.8
Chapter 1 Cafe,Agra,Tajganj,0.0,Indian Rupees(Rs.),1,98,0,0,5,3.9
Pind Balluchi,Agra,Tajganj,10.8,Indian Rupees(Rs.),3,175,0,0,2,3.7
Pizza Hut,Agra,Tajganj,8.4,Indian Rupees(Rs.),2,134,0,0,2,4.4
Tea'se Me - Rooftop Tea Boutique,Agra,Tajganj,12.0,Indian Rupees(Rs.),3,166,0,0,4,4.2
Thaaliwala,Agra,Tajganj,8.4,Indian Rupees(Rs.),2,168,0,0,2,4.1
650 - The Global Kitchen,Ahmedabad,Ambavadi,10.8,Indian Rupees(Rs.),3,1582,0,0,6,4.2
Patang - The Revolving Restaurant,Ahmedabad,Ashram Road,21.6,Indian Rupees(Rs.),4,1315,0,0,3,3.7
Huber & Holly,Ahmedabad,Bodakdev,3.6,Indian Rupees(Rs.),1,217,0,1,3,4.5
@Mango,Ahmedabad,Bodakdev,9.6,Indian Rupees(Rs.),3,769,0,0,4,4.1
Fozzie's Pizzaiolo,Ahmedabad,Bodakdev,10.8,Indian Rupees(Rs.),3,731,0,1,4,4.3
La Pino'z Pizza,Ahmedabad,Bodakdev,6.0,Indian Rupees(Rs.),2,113,0,1,2,4.4
Mocha,Ahmedabad,Bodakdev,12.0,Indian Rupees(Rs.),3,944,0,1,3,4.4
Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,C G Road,12.0,Indian Rupees(Rs.),3,63,0,1,5,3.8
MoMo Cafí© - Courtyard By Marriott,Ahmedabad,"Courtyard By Marriott, Satellite",16.8,Indian Rupees(Rs.),3,375,0,0,4,3.6
Cryo Lab,Ahmedabad,Ellis Bridge,4.2,Indian Rupees(Rs.),2,166,0,0,2,4.6
Swati Snacks,Ahmedabad,Ellis Bridge,5.4,Indian Rupees(Rs.),2,697,0,0,3,4.4
Brick Kitchen,Ahmedabad,Ghatlodia,10.8,Indian Rupees(Rs.),3,325,0,0,3,4.3
Kabir Restaurant,Ahmedabad,Gurukul,7.2,Indian Rupees(Rs.),2,432,0,1,6,3.8
Puffizza,Ahmedabad,Gurukul,8.4,Indian Rupees(Rs.),2,744,0,1,2,4.3
Cafe Alfresco,Ahmedabad,Navrangpura,8.4,Indian Rupees(Rs.),2,404,0,1,4,4.0
The Cafe Baraco,Ahmedabad,Navrangpura,7.2,Indian Rupees(Rs.),2,317,0,1,2,4.4
Nini's Kitchen,Ahmedabad,Prahlad Nagar,11.4,Indian Rupees(Rs.),3,1138,0,1,7,4.5
Yanki Sizzlers,Ahmedabad,Thaltej,14.4,Indian Rupees(Rs.),3,1041,0,0,3,4.1
The Garden Cafe - The Fern,Ahmedabad,"The Fern, Sola",14.4,Indian Rupees(Rs.),3,192,0,0,4,4.1
Mazzo,Ahmedabad,Vastrapur,6.6000000000000005,Indian Rupees(Rs.),2,166,0,1,5,3.9
Turquoise Villa,Ahmedabad,Vastrapur,14.4,Indian Rupees(Rs.),3,535,0,0,1,4.0
Aryan Family's Delight,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,57,0,0,3,3.4
Bean Here,Allahabad,Civil Lines,4.2,Indian Rupees(Rs.),2,76,0,0,2,3.3
Bikanerwala,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,51,0,0,3,3.2
Dewsis,Allahabad,Civil Lines,7.2,Indian Rupees(Rs.),3,99,0,0,2,3.4
Friends Forever,Allahabad,Civil Lines,7.2,Indian Rupees(Rs.),3,83,0,0,2,3.4
Hotel Ravisha Continental,Allahabad,Civil Lines,7.2,Indian Rupees(Rs.),3,18,0,0,3,3.4
KFC,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,58,0,0,2,3.4
McDonald's,Allahabad,Civil Lines,4.8,Indian Rupees(Rs.),2,53,0,0,1,3.3
Pind Balluchi,Allahabad,Civil Lines,9.6,Indian Rupees(Rs.),3,6,0,0,2,3.2
Pizza Hut,Allahabad,Civil Lines,8.4,Indian Rupees(Rs.),3,35,0,0,2,3.4
Subway,Allahabad,Civil Lines,4.8,Indian Rupees(Rs.),2,32,0,0,4,3.4
Tandoor Restaurant,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,151,0,0,2,3.2
The BrewMaster,Allahabad,Civil Lines,0.0,Indian Rupees(Rs.),1,49,0,0,3,3.3
The Tamarind Tree,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,106,0,0,2,3.4
Cafe El Chico,Allahabad,Civil Lines,12.0,Indian Rupees(Rs.),4,59,0,0,2,3.6
Eat On,Allahabad,Civil Lines,2.4,Indian Rupees(Rs.),1,105,0,0,1,3.7
Hot Stuff,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,105,0,0,2,3.5
Paradise,Allahabad,Civil Lines,6.0,Indian Rupees(Rs.),3,57,0,0,2,3.6
Sagar Ratna,Allahabad,Tagore Town,4.8,Indian Rupees(Rs.),2,134,0,0,4,3.5
Moti Mahal Delux,Allahabad,"Vinayak City Centre Mall, Civil Lines",9.6,Indian Rupees(Rs.),3,58,0,0,3,3.3
Makhan Fish and Chicken Corner,Amritsar,Basant Nagar,8.4,Indian Rupees(Rs.),2,345,0,0,2,3.4
Charming Chicken,Amritsar,Basant Nagar,3.6,Indian Rupees(Rs.),1,151,0,0,1,3.9
Ahuja Milk Bhandar,Amritsar,Hathi Gate,1.2,Indian Rupees(Rs.),1,52,0,0,1,4.0
Crystal Restaurant,Amritsar,INA Colony,9.6,Indian Rupees(Rs.),3,122,0,0,2,3.4
Brijwasi Chat Bhandar,Amritsar,INA Colony,1.8,Indian Rupees(Rs.),1,56,0,0,1,3.6
Bubby Fish & Chicken Corner,Amritsar,INA Colony,3.6,Indian Rupees(Rs.),1,91,0,0,1,3.5
Bon Gateau,Amritsar,Ranjit Avenue,6.0,Indian Rupees(Rs.),2,26,0,0,3,3.4
The Yellow Chilli,Amritsar,Ranjit Avenue,14.4,Indian Rupees(Rs.),3,98,0,0,3,3.4
La Roma Pizzeria,Amritsar,Ranjit Avenue,4.8,Indian Rupees(Rs.),2,111,0,0,2,3.5
Sakhis Watz Kukin,Amritsar,Ranjit Avenue,8.4,Indian Rupees(Rs.),2,51,0,0,2,3.6
The Kulcha Land,Amritsar,Ranjit Avenue,2.4,Indian Rupees(Rs.),1,206,0,0,2,3.9
Shudh Restaurant,Amritsar,Town Hall,7.2,Indian Rupees(Rs.),2,44,0,0,4,3.4
Bade Bhai Ka Brothers' Dhaba,Amritsar,Town Hall,6.0,Indian Rupees(Rs.),2,94,0,0,2,3.7
Bharawan Da Dhaba,Amritsar,Town Hall,6.0,Indian Rupees(Rs.),2,461,0,0,2,3.5
Brothers Dhaba,Amritsar,Town Hall,6.0,Indian Rupees(Rs.),2,276,0,0,1,3.8
Brothers' Amritsari Dhaba,Amritsar,Town Hall,4.8,Indian Rupees(Rs.),2,71,0,0,1,3.8
Gurdas Ram Jalebi Wala,Amritsar,Town Hall,1.2,Indian Rupees(Rs.),1,104,0,0,1,4.1
Kesar Da Dhabha,Amritsar,Town Hall,6.0,Indian Rupees(Rs.),2,878,0,0,1,4.1
Beera Chicken Corner,Amritsar,White Avenue,6.0,Indian Rupees(Rs.),2,192,0,0,1,3.8
Surjit Food Plaza,Amritsar,White Avenue,12.0,Indian Rupees(Rs.),3,96,0,0,1,3.5
Kanha Sweets,Amritsar,White Avenue,1.8,Indian Rupees(Rs.),1,140,0,0,1,4.1
Kream N Krunch,Aurangabad,Akashwani,9.6,Indian Rupees(Rs.),3,240,0,0,4,3.6
Balbeer's Kitchen & Bar,Aurangabad,Chicalthana,10.200000000000001,Indian Rupees(Rs.),3,65,0,0,4,3.3
Angeethi Restaurant,Aurangabad,CIDCO,7.2,Indian Rupees(Rs.),2,63,0,0,2,3.3
Domino's Pizza,Aurangabad,CIDCO,8.4,Indian Rupees(Rs.),2,19,0,0,1,3.1
Hotel Laadli,Aurangabad,CIDCO,4.2,Indian Rupees(Rs.),2,46,0,0,2,3.4
Indiana Veg Restaurant,Aurangabad,CIDCO,5.4,Indian Rupees(Rs.),2,75,0,0,4,3.4
Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,CIDCO,21.6,Indian Rupees(Rs.),4,94,0,0,5,3.4
Mauj Restaurant,Aurangabad,CIDCO,6.0,Indian Rupees(Rs.),2,47,0,0,4,3.3
Naivedya,Aurangabad,CIDCO,6.0,Indian Rupees(Rs.),2,71,0,0,1,3.4
d' Curry House,Aurangabad,"Hotel Green Olive, Nirala Bazar",12.0,Indian Rupees(Rs.),3,73,0,0,4,3.6
Mokoholic Juice Bar,Aurangabad,Mondha,3.6,Indian Rupees(Rs.),1,21,0,0,2,3.5
Ashoka's Veg Restaurant,Aurangabad,Nirala Bazar,4.8,Indian Rupees(Rs.),2,46,0,0,3,3.3
Kareem's Fine Dining,Aurangabad,Nirala Bazar,8.4,Indian Rupees(Rs.),2,45,0,0,2,3.3
That Baat,Aurangabad,Nirala Bazar,5.4,Indian Rupees(Rs.),2,34,0,0,1,3.4
Bhoj Restaurant,Aurangabad,Nirala Bazar,5.4,Indian Rupees(Rs.),2,89,0,0,1,3.7
Downside Up,Aurangabad,Nyay Nagar,4.8,Indian Rupees(Rs.),2,8,0,0,3,3.2
Kareem's Kabab & Biryani,Aurangabad,"Prozone Mall, Chicalthana",7.8,Indian Rupees(Rs.),2,39,0,0,1,3.4
Great Sagar Restaurant,Aurangabad,Shahgunj,7.2,Indian Rupees(Rs.),2,74,0,0,2,3.3
Kailash Restaurant,Aurangabad,Usmanpura,5.4,Indian Rupees(Rs.),2,76,0,0,4,3.3
Yalla Yalla,Aurangabad,Usmanpura,6.0,Indian Rupees(Rs.),2,71,0,0,2,3.3
Sultans of Spice,Bangalore,"BluPetal Hotel, Koramangala",15.6,Indian Rupees(Rs.),3,2416,1,1,2,4.1
The Fatty Bao - Asian Gastro Bar,Bangalore,Indiranagar,28.8,Indian Rupees(Rs.),4,2369,1,1,1,4.7
Toit,Bangalore,Indiranagar,24.0,Indian Rupees(Rs.),4,10934,0,0,3,4.8
Three Dots & A Dash,Bangalore,Indiranagar,15.6,Indian Rupees(Rs.),3,1354,1,0,2,3.9
Bombay Brasserie,Bangalore,Indiranagar,18.0,Indian Rupees(Rs.),3,231,0,1,1,4.2
Glen's Bakehouse,Bangalore,Indiranagar,9.6,Indian Rupees(Rs.),2,3533,0,0,3,4.0
Onesta,Bangalore,Indiranagar,7.2,Indian Rupees(Rs.),2,1413,0,1,3,4.3
Onesta,Bangalore,JP Nagar,7.2,Indian Rupees(Rs.),2,781,0,0,3,4.6
ECHOES Koramangala,Bangalore,Koramangala 5th Block,11.4,Indian Rupees(Rs.),2,276,0,0,6,4.7
Truffles,Bangalore,Koramangala 5th Block,9.6,Indian Rupees(Rs.),2,9667,0,1,3,4.7
The Black Pearl,Bangalore,Koramangala 5th Block,16.8,Indian Rupees(Rs.),3,5385,1,0,3,4.1
Eat Street,Bangalore,Koramangala 6th Block,4.8,Indian Rupees(Rs.),1,753,0,1,5,4.3
Koramangala Social,Bangalore,Koramangala 7th Block,18.0,Indian Rupees(Rs.),3,1288,0,0,2,4.5
AB's - Absolute Barbecues,Bangalore,Marathahalli,16.8,Indian Rupees(Rs.),3,6907,0,0,3,4.6
Flechazo,Bangalore,Marathahalli,14.4,Indian Rupees(Rs.),3,983,1,0,3,4.4
Onesta,Bangalore,New BEL Road,7.2,Indian Rupees(Rs.),2,627,0,0,3,4.6
Communiti,Bangalore,Residency Road,14.4,Indian Rupees(Rs.),3,334,0,0,1,4.2
Big Brewsky,Bangalore,Sarjapur Road,21.6,Indian Rupees(Rs.),3,5705,1,1,6,4.5
Hoot,Bangalore,Sarjapur Road,16.8,Indian Rupees(Rs.),3,405,0,0,3,3.9
Farzi Cafe,Bangalore,UB City,18.0,Indian Rupees(Rs.),3,754,0,0,1,4.4
Black N White Cafe,Bhopal,Arera Colony,2.4,Indian Rupees(Rs.),1,51,0,0,3,3.3
Maybe There,Bhopal,Arera Colony,7.2,Indian Rupees(Rs.),2,63,0,0,1,3.4
Sagar Gaire Fast Food,Bhopal,Arera Colony,3.0,Indian Rupees(Rs.),1,427,0,0,1,4.9
The Kasbah,Bhopal,Arera Colony,8.4,Indian Rupees(Rs.),2,126,0,0,2,3.9
Bake N Shake,Bhopal,Arera Colony,6.0,Indian Rupees(Rs.),2,223,0,0,1,4.2
10 Downing Street,Bhopal,"DB City, Maharana Pratap Nagar",12.0,Indian Rupees(Rs.),3,257,0,0,2,4.0
Chi Kitchen,Bhopal,"DB City, Maharana Pratap Nagar",12.0,Indian Rupees(Rs.),3,103,0,0,1,4.0
Pizza Hut,Bhopal,"DB City, Maharana Pratap Nagar",7.8,Indian Rupees(Rs.),2,118,0,0,1,4.1
Kafe Kulture,Bhopal,Gulmohar Colony,7.2,Indian Rupees(Rs.),2,98,0,0,2,3.8
Violet Hour,Bhopal,Kohefiza,6.0,Indian Rupees(Rs.),2,33,0,0,1,3.8
Bapu Ki Kutia,Bhopal,Maharana Pratap Nagar,6.6000000000000005,Indian Rupees(Rs.),2,175,0,0,4,3.5
Da pizzeria,Bhopal,Maharana Pratap Nagar,6.0,Indian Rupees(Rs.),2,111,0,0,3,3.6
Papa Mexicano,Bhopal,Maharana Pratap Nagar,4.2,Indian Rupees(Rs.),2,20,0,0,3,3.6
Bake N Shake,Bhopal,Maharana Pratap Nagar,6.0,Indian Rupees(Rs.),2,103,0,0,1,4.1
Manohar Dairy And Restaurant,Bhopal,Maharana Pratap Nagar,4.8,Indian Rupees(Rs.),2,243,0,0,4,4.4
Manohar Dairy And Restaurant,Bhopal,Peer Gate Area,4.8,Indian Rupees(Rs.),2,238,0,0,4,4.1
Kebabsville - Sayaji Hotel,Bhopal,Sayaji Hotel,21.6,Indian Rupees(Rs.),4,128,0,0,1,4.3
Indian Coffee House,Bhopal,TT Nagar,6.0,Indian Rupees(Rs.),2,161,0,0,1,3.9
The Urban Socialite,Bhopal,TT Nagar,10.8,Indian Rupees(Rs.),3,79,0,0,3,3.8
Bake N Shake,Bhopal,TT Nagar,6.0,Indian Rupees(Rs.),2,120,0,0,1,4.3
Tyre Patty,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",6.0,Indian Rupees(Rs.),2,289,0,0,1,3.9
Silver Streak,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar",6.6000000000000005,Indian Rupees(Rs.),2,379,0,0,1,4.1
Barbeque Nation,Bhubaneshwar,Chandrasekharpur,14.4,Indian Rupees(Rs.),3,154,0,0,5,4.6
Central Perk 7,Bhubaneshwar,Chandrasekharpur,7.2,Indian Rupees(Rs.),2,145,0,0,3,4.5
The Chicken Dinesty,Bhubaneshwar,Chandrasekharpur,6.0,Indian Rupees(Rs.),2,247,0,0,3,3.9
Taste Of China,Bhubaneshwar,Chandrasekharpur,6.0,Indian Rupees(Rs.),2,145,0,0,1,4.0
Michael's Kitchen,Bhubaneshwar,Gajapati Nagar,10.200000000000001,Indian Rupees(Rs.),2,118,0,0,3,3.7
Mamma Mia - Mayfair Lagoon,Bhubaneshwar,"Mayfair Lagoon, Jayadev Vihar",16.8,Indian Rupees(Rs.),3,256,0,0,4,4.1
99 North Restaurant,Bhubaneshwar,Patia,5.4,Indian Rupees(Rs.),1,173,0,0,2,3.6
Adda,Bhubaneshwar,Patia,7.2,Indian Rupees(Rs.),2,424,0,0,4,3.8
Chill Ummm,Bhubaneshwar,Patia,5.4,Indian Rupees(Rs.),1,338,0,0,3,3.7
Lal Qila,Bhubaneshwar,Patia,6.0,Indian Rupees(Rs.),2,228,0,0,3,3.7
Richard's Kitchen & Coffee Bar,Bhubaneshwar,Patia,5.4,Indian Rupees(Rs.),1,253,0,0,4,3.8
Aangan Horizon,Bhubaneshwar,Patia,10.8,Indian Rupees(Rs.),2,90,0,0,3,4.0
Brewberrys The Coffee Bar,Bhubaneshwar,Patia,4.8,Indian Rupees(Rs.),1,197,0,0,1,4.0
Chai Break,Bhubaneshwar,Patia,9.6,Indian Rupees(Rs.),2,69,0,0,4,4.3
JUGAAD JN.,Bhubaneshwar,Patia,3.6,Indian Rupees(Rs.),1,199,0,0,2,4.1
Cha cTea,Bhubaneshwar,Sahid Nagar,6.0,Indian Rupees(Rs.),2,56,0,0,2,3.8
Food Fever,Bhubaneshwar,Sahid Nagar,10.8,Indian Rupees(Rs.),2,49,0,0,2,4.2
Mainland China,Bhubaneshwar,"The Crown, Nayapalli",18.0,Indian Rupees(Rs.),3,345,0,0,1,4.3
Eram Rooftop,Bhubaneshwar,Unit 4,4.8,Indian Rupees(Rs.),1,89,0,0,2,3.5
The Night Factory,Chandigarh,Chandigarh Industrial Area,10.200000000000001,Indian Rupees(Rs.),2,665,0,1,4,3.7
Brooklyn Central,Chandigarh,"Elante Mall, Chandigarh Industrial Area",19.2,Indian Rupees(Rs.),3,676,0,0,2,4.2
Chili's,Chandigarh,"Elante Mall, Chandigarh Industrial Area",16.8,Indian Rupees(Rs.),3,970,0,1,3,4.3
Kylin Experience,Chandigarh,"Elante Mall, Chandigarh Industrial Area",19.2,Indian Rupees(Rs.),3,300,0,0,6,4.1
Mocha,Chandigarh,"Elante Mall, Chandigarh Industrial Area",16.8,Indian Rupees(Rs.),3,428,0,0,4,4.0
Pirates of Grill,Chandigarh,"Elante Mall, Chandigarh Industrial Area",14.4,Indian Rupees(Rs.),3,1022,0,0,3,4.0
Barbeque Nation,Chandigarh,Sector 26,15.6,Indian Rupees(Rs.),3,1450,0,0,2,4.5
TGI Friday's,Chandigarh,Sector 26,21.6,Indian Rupees(Rs.),3,228,0,0,2,4.3
Pal Dhaba,Chandigarh,Sector 28,8.4,Indian Rupees(Rs.),2,982,0,0,1,3.8
Midnight Chef,Chandigarh,Sector 35,12.0,Indian Rupees(Rs.),3,502,0,1,5,3.4
Nik Baker's,Chandigarh,Sector 35,7.8,Indian Rupees(Rs.),2,698,0,0,3,4.1
OvenFresh,Chandigarh,Sector 35,7.8,Indian Rupees(Rs.),2,397,0,0,2,4.1
Super Donuts,Chandigarh,Sector 35,5.4,Indian Rupees(Rs.),1,265,0,1,4,4.0
Taco Bell,Chandigarh,Sector 35,7.2,Indian Rupees(Rs.),2,252,0,1,2,4.2
Karim's,Chandigarh,Sector 7,9.6,Indian Rupees(Rs.),2,86,0,0,2,3.3
Virgin Courtyard,Chandigarh,Sector 7,26.400000000000002,Indian Rupees(Rs.),4,817,0,0,1,4.4
Burgrill,Chandigarh,Sector 8,6.0,Indian Rupees(Rs.),2,249,0,1,2,4.5
Uncle Jack's,Chandigarh,Sector 8,7.2,Indian Rupees(Rs.),2,356,0,0,2,4.0
That Madras Place,Chennai,Adyar,9.6,Indian Rupees(Rs.),2,1810,1,1,3,4.2
Haunted,Chennai,Anna Nagar East,9.6,Indian Rupees(Rs.),2,519,1,1,3,3.8
Pantry d'or,Chennai,Anna Nagar East,9.0,Indian Rupees(Rs.),2,1504,1,1,4,4.4
Palmshore,Chennai,Ashok Nagar,10.200000000000001,Indian Rupees(Rs.),2,841,1,1,4,4.2
Chili's,Chennai,"Express Avenue Mall,  Royapettah",20.400000000000002,Indian Rupees(Rs.),3,1262,1,1,4,4.8
Writer's Cafe,Chennai,Gopalapuram,5.4,Indian Rupees(Rs.),1,191,0,1,2,4.2
Fusilli Reasons,Chennai,Kilpauk,4.2,Indian Rupees(Rs.),1,1510,0,0,1,4.6
Ciclo Cafe,Chennai,Kotturpuram,13.200000000000001,Indian Rupees(Rs.),3,1004,0,0,2,4.1
Kaidi Kitchen,Chennai,Mylapore,18.0,Indian Rupees(Rs.),3,1820,1,1,5,4.0
Bombay Brasserie,Chennai,Nungambakkam,14.4,Indian Rupees(Rs.),3,1753,1,1,1,4.6
Maplai,Chennai,Nungambakkam,12.0,Indian Rupees(Rs.),3,1714,1,0,2,4.2
Paradise,Chennai,Perungudi,10.8,Indian Rupees(Rs.),2,1317,0,1,2,3.8
